0	24902	36.296
1	2460	3.586
2	4398	6.41
3	2933	4.275
4	2811	4.097
5	2477	3.61
6	2257	3.29
7	1974	2.877
8	1782	2.597
9	1689	2.462
10	1510	2.201
11	1326	1.933
12	1272	1.854
13	1156	1.685
14	1106	1.612
15	941	1.372
16	953	1.389
17	799	1.165
18	734	1.07
19	678	0.988
20	640	0.933
21	560	0.816
22	546	0.796
23	484	0.705
24	436	0.635
25	420	0.612
26	418	0.609
27	326	0.475
28	370	0.539
29	353	0.515
30	333	0.485
31	267	0.389
32	282	0.411
33	263	0.383
34	214	0.312
35	212	0.309
36	221	0.322
37	198	0.289
38	216	0.315
39	200	0.292
40	158	0.23
41	171	0.249
42	150	0.219
43	148	0.216
44	140	0.204
45	141	0.206
46	130	0.189
47	129	0.188
48	88	0.128
49	95	0.138
50	101	0.147
51	84	0.122
52	88	0.128
53	80	0.117
54	75	0.109
55	56	0.082
56	56	0.082
57	61	0.089
58	75	0.109
59	52	0.076
60	54	0.079
61	49	0.071
62	58	0.085
63	37	0.054
64	48	0.07
65	44	0.064
66	47	0.069
67	37	0.054
68	36	0.052
69	40	0.058
70	37	0.054
71	31	0.045
72	39	0.057
73	39	0.057
74	35	0.051
75	16	0.023
76	35	0.051
77	33	0.048
78	36	0.052
79	28	0.041
80	19	0.028
81	31	0.045
82	33	0.048
83	30	0.044
84	24	0.035
85	25	0.036
86	22	0.032
87	24	0.035
88	24	0.035
89	30	0.044
90	24	0.035
91	19	0.028
92	24	0.035
93	17	0.025
94	20	0.029
95	11	0.016
96	20	0.029
97	12	0.017
98	9	0.013
99	11	0.016
100	7	0.01
101	9	0.013
102	7	0.01
103	10	0.015
104	1	0.001
105	5	0.007
106	4	0.006
107	4	0.006
108	4	0.006
109	3	0.004
110	1	0.001
111	2	0.003
113	2	0.003
114	2	0.003
115	4	0.006
116	2	0.003
117	3	0.004
119	2	0.003
121	3	0.004
122	1	0.001
123	1	0.001
124	3	0.004
125	1	0.001
126	2	0.003
127	1	0.001
128	1	0.001
129	2	0.003
130	1	0.001
131	1	0.001
134	1	0.001
136	2	0.003
137	1	0.001
139	2	0.003
140	1	0.001
142	2	0.003
144	1	0.001
148	1	0.001
150	1	0.001
151	1	0.001
155	1	0.001
156	2	0.003
159	2	0.003
160	1	0.001
162	1	0.001
163	1	0.001
165	1	0.001
167	1	0.001
169	1	0.001
170	1	0.001
175	1	0.001
177	1	0.001
180	1	0.001
181	2	0.003
184	2	0.003
185	1	0.001
186	1	0.001
193	2	0.003
195	1	0.001
196	1	0.001
199	1	0.001
200	1	0.001
201	4	0.006
205	2	0.003
206	3	0.004
212	1	0.001
218	1	0.001
225	1	0.001
230	1	0.001
232	1	0.001
236	1	0.001
238	1	0.001
239	1	0.001
243	1	0.001
251	1	0.001
256	1	0.001
287	1	0.001
309	1	0.001
327	1	0.001
350	1	0.001
424	1	0.001
438	1	0.001
499	1	0.001
516	1	0.001
554	1	0.001
615	1	0.001
790	1	0.001
872	1	0.001
