17	9	0.018
18	7284	14.785
19	9166	18.605
20	9067	18.404
21	8039	16.317
22	5248	10.652
23	3005	6.099
24	2229	4.524
25	1322	2.683
26	926	1.88
27	660	1.34
28	543	1.102
29	415	0.842
30	367	0.745
31	309	0.627
32	86	0.175
33	54	0.11
34	77	0.156
35	45	0.091
36	27	0.055
37	25	0.051
38	20	0.041
39	23	0.047
40	6	0.012
41	17	0.035
42	8	0.016
43	10	0.02
44	13	0.026
45	13	0.026
46	8	0.016
47	8	0.016
48	6	0.012
49	6	0.012
50	5	0.01
51	2	0.004
52	3	0.006
53	7	0.014
54	7	0.014
55	5	0.01
57	5	0.01
59	3	0.006
60	2	0.004
62	3	0.006
64	5	0.01
65	1	0.002
66	1	0.002
67	2	0.004
68	2	0.004
69	2	0.004
70	1	0.002
72	2	0.004
74	4	0.008
76	2	0.004
78	1	0.002
80	2	0.004
81	3	0.006
83	1	0.002
84	3	0.006
85	1	0.002
87	1	0.002
88	2	0.004
89	2	0.004
90	3	0.006
91	1	0.002
92	2	0.004
93	1	0.002
94	10	0.02
95	2	0.004
96	1	0.002
97	1	0.002
98	1	0.002
99	1	0.002
100	17	0.035
101	8	0.016
102	8	0.016
103	4	0.008
104	3	0.006
105	3	0.006
106	3	0.006
107	2	0.004
108	2	0.004
109	36	0.073
110	1	0.002
